# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Mon Oct 28 15:35:30 UTC 2024
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
9.8116e-05 -2.19174 10.07918 0.7947227955 2.4168647800    0.792  1.161  3.7341  3.065    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -5.94e-12      0.00 7.624e-01 2.375e-01 1.687e-05 4.611e-06 4.191e-05 -1.000 1.000e-04 1.868 1.860 2.208 1.328
9.8116e-05 -2.19174 10.07918 0.7950597405 2.4169843662    0.793  1.211  3.7326  3.009    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -7.1e-12      0.00 7.611e-01 2.388e-01 1.691e-05 4.623e-06 4.200e-05 -1.000 5.375e-05 1.743 1.737 2.087 1.202
9.8116e-05 -2.19174 10.07918 0.7953903079 2.4171015756    0.793  1.264  3.7309  2.949    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -8.59e-12      0.00 7.598e-01 2.401e-01 1.694e-05 4.634e-06 4.209e-05 -1.000 6.506e-05 1.611 1.606 1.959 1.067
9.8116e-05 -2.19174 10.07918 0.7956570983 2.4171960900    0.793  1.311  3.7295  2.896    3  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.02e-11      0.00 7.588e-01 2.411e-01 1.696e-05 4.642e-06 4.215e-05 -1.000 9.477e-05 1.493 1.489 1.845 0.948
9.8116e-05 -2.19174 10.07918 0.7959144711 2.4172871990    0.793  1.360  3.7280  2.841    3  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.21e-11      0.00 7.579e-01 2.420e-01 1.697e-05 4.651e-06 4.221e-05 -1.000 9.994e-05 1.371 1.368 1.727 0.824
9.8116e-05 -2.19174 10.07918 0.7961456180 2.4173689663    0.793  1.408  3.7265  2.787    3  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.44e-11      0.00 7.571e-01 2.428e-01 1.696e-05 4.661e-06 4.225e-05 -1.000 9.999e-05 1.251 1.249 1.611 0.702
9.8116e-05 -2.19174 10.07918 0.7963551283 2.4174430327    0.793  1.455  3.7249  2.734    3  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.71e-11      0.00 7.565e-01 2.434e-01 1.696e-05 4.671e-06 4.228e-05 -1.000 1.000e-04 1.132 1.131 1.496 0.582
9.8116e-05 -2.19174 10.07918 0.7965425253 2.4175092435    0.793  1.502  3.7235  2.681    3  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -2.03e-11      0.00 7.559e-01 2.440e-01 1.695e-05 4.681e-06 4.231e-05 -1.000 1.000e-04 1.015 1.016 1.383 0.464
9.8116e-05 -2.19174 10.07918 0.7967199087 2.4175718834    0.793  1.551  3.7219  2.626    3  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -2.41e-11      0.00 7.555e-01 2.444e-01 1.693e-05 4.692e-06 4.233e-05 -1.000 1.000e-04 0.893 0.896 1.266 0.341
9.8116e-05 -2.19174 10.07918 0.7968773842 2.4176274663    0.793  1.598  3.7203  2.573    3  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -2.86e-11      0.00 7.552e-01 2.447e-01 1.692e-05 4.702e-06 4.235e-05 -1.000 9.994e-05 0.776 0.780 1.153 0.222
9.8116e-05 -2.19174 10.07918 0.7970173359 2.4176768427    0.793  1.643  3.7188  2.521    3  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -3.37e-11      0.00 7.550e-01 2.449e-01 1.691e-05 4.710e-06 4.235e-05 -1.000 1.000e-04 0.661 0.668 1.044 0.106
9.8116e-05 -2.19174 10.07918 0.7971441150 2.4177215545    0.793  1.689  3.7173  2.470    3  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -3.97e-11      0.00 7.548e-01 2.451e-01 1.690e-05 4.715e-06 4.236e-05 -1.000 9.450e-05 0.549 0.556 0.936 -0.008
